raw_salary,min_monthly,max_monthly,annual_months,total_min,total_max,salary_type,parse_flag
27-40K·14薪,27.0,40.0,14,378.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-16K,11.0,16.0,12,132.0,192.0,月薪,预处理|补全前项k|补全后项k|正常解析
15-22K,15.0,22.0,12,180.0,264.0,月薪,预处理|补全前项k|补全后项k|正常解析
15-19K,15.0,19.0,12,180.0,228.0,月薪,预处理|补全前项k|补全后项k|正常解析
8-12K·15薪,8.0,12.0,15,120.0,180.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7-11K,7.0,11.0,12,84.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
11-22K,11.0,22.0,12,132.0,264.0,月薪,预处理|补全前项k|补全后项k|正常解析
10-13K,10.0,13.0,12,120.0,156.0,月薪,预处理|补全前项k|补全后项k|正常解析
6-8K,6.0,8.0,12,72.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
5-8K,5.0,8.0,12,60.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
8-10K·13薪,8.0,10.0,13,104.0,130.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7-10K,7.0,10.0,12,84.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
4-8K,4.0,8.0,12,48.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
4-5K,4.0,5.0,12,48.0,60.0,月薪,预处理|补全前项k|补全后项k|正常解析
7-9K·15薪,7.0,9.0,15,105.0,135.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4-6K,4.0,6.0,12,48.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
6-9K,6.0,9.0,12,72.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
9-14K·13薪,9.0,14.0,13,117.0,182.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10-12K·13薪,10.0,12.0,13,130.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7-9K,7.0,9.0,12,84.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
10-12K,10.0,12.0,12,120.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
7-10K·13薪,7.0,10.0,13,91.0,130.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-26K,15.0,26.0,12,180.0,312.0,月薪,预处理|补全前项k|补全后项k|正常解析
6-10K,6.0,10.0,12,72.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
2-3K,2.0,3.0,12,24.0,36.0,月薪,预处理|补全前项k|补全后项k|正常解析
5-10K,5.0,10.0,12,60.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
25-30K,25.0,30.0,12,300.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
13-20K·13薪,13.0,20.0,13,169.0,260.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
13k-25k·15薪,13.0,25.0,15,195.0,375.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-10k·16薪,8.0,10.0,16,128.0,160.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6k-8k·16薪,6.0,8.0,16,96.0,128.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35k-65k,35.0,65.0,12,420.0,780.0,月薪,预处理|补全前项k|补全后项k|正常解析
35k-45k·15薪,35.0,45.0,15,525.0,675.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25k-40k·17薪,25.0,40.0,17,425.0,680.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30k-40k·13薪,30.0,40.0,13,390.0,520.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-16k·14薪,12.0,16.0,14,168.0,224.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28k-55k·15薪,28.0,55.0,15,420.0,825.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30k-50k·16薪,30.0,50.0,16,480.0,800.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
24k-35k·16薪,24.0,35.0,16,384.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40k-75k,40.0,75.0,12,480.0,900.0,月薪,预处理|补全前项k|补全后项k|正常解析
11k-22k·15薪,11.0,22.0,15,165.0,330.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-16k·15薪,12.0,16.0,15,180.0,240.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-35k·14薪,18.0,35.0,14,252.0,490.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-16k·15薪,10.0,16.0,15,150.0,240.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-28k·15薪,20.0,28.0,15,300.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50k-70k·13薪,50.0,70.0,13,650.0,910.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45k-90k·15薪,45.0,90.0,15,675.0,1350.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-12k·16薪,8.0,12.0,16,128.0,192.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9k-13k·14薪,9.0,13.0,14,126.0,182.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
90k-170k,90.0,170.0,12,1080.0,2040.0,月薪,预处理|补全前项k|补全后项k|正常解析
80k-110k·13薪,80.0,110.0,13,1040.0,1430.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4-8K·13薪,4.0,8.0,13,52.0,104.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
3-6K,3.0,6.0,12,36.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
14-25K·13薪,14.0,25.0,13,182.0,325.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-6K,5.0,6.0,12,60.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
8-12K·13薪,8.0,12.0,13,104.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-10K·13薪,5.0,10.0,13,65.0,130.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6-11K,6.0,11.0,12,72.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
15-25K·13薪,15.0,25.0,13,195.0,325.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4-7K·13薪,4.0,7.0,13,52.0,91.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4-7K,4.0,7.0,12,48.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
3-4K,3.0,4.0,12,36.0,48.0,月薪,预处理|补全前项k|补全后项k|正常解析
4-9K,4.0,9.0,12,48.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
3-8K,3.0,8.0,12,36.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
15-28K·13薪,15.0,28.0,13,195.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8-13K·14薪,8.0,13.0,14,112.0,182.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9-11K,9.0,11.0,12,108.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
5-7K·13薪,5.0,7.0,13,65.0,91.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-9K·13薪,5.0,9.0,13,65.0,117.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4-6K·15薪,4.0,6.0,15,60.0,90.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7-8K·13薪,7.0,8.0,13,91.0,104.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
3-5K,3.0,5.0,12,36.0,60.0,月薪,预处理|补全前项k|补全后项k|正常解析
9-12K,9.0,12.0,12,108.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
4-9K·13薪,4.0,9.0,13,52.0,117.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-9K,5.0,9.0,12,60.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
9-13K,9.0,13.0,12,108.0,156.0,月薪,预处理|补全前项k|补全后项k|正常解析
9-14K·14薪,9.0,14.0,14,126.0,196.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
3-7K,3.0,7.0,12,36.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
6-11K·13薪,6.0,11.0,13,78.0,143.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8-11K,8.0,11.0,12,96.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
3-5K·13薪,3.0,5.0,13,39.0,65.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
3-6K·13薪,3.0,6.0,13,39.0,78.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40k-55k·15薪,40.0,55.0,15,600.0,825.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15k-26k·14薪,15.0,26.0,14,210.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-11k·14薪,8.0,11.0,14,112.0,154.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-11k·13薪,8.0,11.0,13,104.0,143.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-12k·15薪,7.0,12.0,15,105.0,180.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-13k·14薪,10.0,13.0,14,140.0,182.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-35K,18.0,35.0,12,216.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-18k·13薪,13.0,18.0,13,169.0,234.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-25k·14薪,20.0,25.0,14,280.0,350.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-26k,20.0,26.0,12,240.0,312.0,月薪,预处理|补全前项k|补全后项k|正常解析
19k-26k,19.0,26.0,12,228.0,312.0,月薪,预处理|补全前项k|补全后项k|正常解析
35k-65k·13薪,35.0,65.0,13,455.0,845.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
21k-33k,21.0,33.0,12,252.0,396.0,月薪,预处理|补全前项k|补全后项k|正常解析
80k-100k·16薪,80.0,100.0,16,1280.0,1600.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-27k,20.0,27.0,12,240.0,324.0,月薪,预处理|补全前项k|补全后项k|正常解析
16k-27k·13薪,16.0,27.0,13,208.0,351.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10-11K,10.0,11.0,12,120.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
13-23K,13.0,23.0,12,156.0,276.0,月薪,预处理|补全前项k|补全后项k|正常解析
12-17K,12.0,17.0,12,144.0,204.0,月薪,预处理|补全前项k|补全后项k|正常解析
12-24K·16薪,12.0,24.0,16,192.0,384.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-50K,25.0,50.0,12,300.0,600.0,月薪,预处理|补全前项k|补全后项k|正常解析
4-5K·13薪,4.0,5.0,13,52.0,65.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7-12K·15薪,7.0,12.0,15,105.0,180.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
24k-40k·13薪,24.0,40.0,13,312.0,520.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11k-14k·13薪,11.0,14.0,13,143.0,182.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16k-23k·14薪,16.0,23.0,14,224.0,322.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50k-80k·20薪,50.0,80.0,20,1000.0,1600.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45k-60k·15薪,45.0,60.0,15,675.0,900.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
80k-160k·18薪,80.0,160.0,18,1440.0,2880.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-26k·15薪,18.0,26.0,15,270.0,390.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40k-80k·20薪,40.0,80.0,20,800.0,1600.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25k-45k·14薪,25.0,45.0,14,350.0,630.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25k-33k,25.0,33.0,12,300.0,396.0,月薪,预处理|补全前项k|补全后项k|正常解析
55k-100k·14薪,55.0,100.0,14,770.0,1400.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
90k-180k·14薪,90.0,180.0,14,1260.0,2520.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40k-80k·14薪,40.0,80.0,14,560.0,1120.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17k-25k,17.0,25.0,12,204.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
9-14K·15薪,9.0,14.0,15,135.0,210.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-16K,12.0,16.0,12,144.0,192.0,月薪,预处理|补全前项k|补全后项k|正常解析
4-6K·14薪,4.0,6.0,14,56.0,84.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10-15K·13薪,10.0,15.0,13,130.0,195.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
2-7K,2.0,7.0,12,24.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
19-20K,19.0,20.0,12,228.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
5-10K·20薪,5.0,10.0,20,100.0,200.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-10K·14薪,5.0,10.0,14,70.0,140.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-24K,12.0,24.0,12,144.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
9k-11k·14薪,9.0,11.0,14,126.0,154.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17k-34k,17.0,34.0,12,204.0,408.0,月薪,预处理|补全前项k|补全后项k|正常解析
40k-70k·13薪,40.0,70.0,13,520.0,910.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-20k·14薪,18.0,20.0,14,252.0,280.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35k-45k,35.0,45.0,12,420.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
20k-33k,20.0,33.0,12,240.0,396.0,月薪,预处理|补全前项k|补全后项k|正常解析
30k-59k,30.0,59.0,12,360.0,708.0,月薪,预处理|补全前项k|补全后项k|正常解析
16k-26k·13薪,16.0,26.0,13,208.0,338.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-20K·13薪,11.0,20.0,13,143.0,260.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7-12K·13薪,7.0,12.0,13,91.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-8K·13薪,5.0,8.0,13,65.0,104.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-50K,30.0,50.0,12,360.0,600.0,月薪,预处理|补全前项k|补全后项k|正常解析
15-29K,15.0,29.0,12,180.0,348.0,月薪,预处理|补全前项k|补全后项k|正常解析
5-6K·13薪,5.0,6.0,13,65.0,78.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-6K·14薪,5.0,6.0,14,70.0,84.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-35K·18薪,30.0,35.0,18,540.0,630.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-20K,12.0,20.0,12,144.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
4-6K·13薪,4.0,6.0,13,52.0,78.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
13-18K·13薪,13.0,18.0,13,169.0,234.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-20K·13薪,12.0,20.0,13,156.0,260.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-13K·13薪,12.0,13.0,13,156.0,169.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-21K,15.0,21.0,12,180.0,252.0,月薪,预处理|补全前项k|补全后项k|正常解析
6-9K·13薪,6.0,9.0,13,78.0,117.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-50K·15薪,25.0,50.0,15,375.0,750.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-60K·16薪,30.0,60.0,16,480.0,960.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-30K·15薪,15.0,30.0,15,225.0,450.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-28K·15薪,18.0,28.0,15,270.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
75-100K,75.0,100.0,12,900.0,1200.0,月薪,预处理|补全前项k|补全后项k|正常解析
40-70K·15薪,40.0,70.0,15,600.0,1050.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-70K·14薪,40.0,70.0,14,560.0,980.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-40K·15薪,25.0,40.0,15,375.0,600.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-17K·13薪,11.0,17.0,13,143.0,221.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-20K·14薪,11.0,20.0,14,154.0,280.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-20K·14薪,12.0,20.0,14,168.0,280.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
2-5K,2.0,5.0,12,24.0,60.0,月薪,预处理|补全前项k|补全后项k|正常解析
10-12K·14薪,10.0,12.0,14,140.0,168.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-9K·16薪,5.0,9.0,16,80.0,144.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10-13K·13薪,10.0,13.0,13,130.0,169.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-28K·14薪,20.0,28.0,14,280.0,392.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-35K,25.0,35.0,12,300.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
7-9K·13薪,7.0,9.0,13,91.0,117.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-16k·13薪,12.0,16.0,13,156.0,208.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-17K,11.0,17.0,12,132.0,204.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-6k·14薪,5.0,6.0,14,70.0,84.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-20k·17薪,10.0,20.0,17,170.0,340.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11k-15k·13薪,11.0,15.0,13,143.0,195.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-14k·14薪,10.0,14.0,14,140.0,196.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
14k-22k·14薪,14.0,22.0,14,196.0,308.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50k-70k,50.0,70.0,12,600.0,840.0,月薪,预处理|补全前项k|补全后项k|正常解析
11k-21k·18薪,11.0,21.0,18,198.0,378.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6k-11k·15薪,6.0,11.0,15,90.0,165.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-21k·15薪,12.0,21.0,15,180.0,315.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22k-30k·14薪,22.0,30.0,14,308.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-30k·16薪,18.0,30.0,16,288.0,480.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
23k-24k,23.0,24.0,12,276.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
80k-160k,80.0,160.0,12,960.0,1920.0,月薪,预处理|补全前项k|补全后项k|正常解析
10-20K,10.0,20.0,12,120.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
1-2K,1.0,2.0,12,12.0,24.0,月薪,预处理|补全前项k|补全后项k|正常解析
2-4K,2.0,4.0,12,24.0,48.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-25k·16薪,13.0,25.0,16,208.0,400.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4k-7k·14薪,4.0,7.0,14,56.0,98.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-24k·15薪,12.0,24.0,15,180.0,360.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
2-6K,2.0,6.0,12,24.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
7-10K·14薪,7.0,10.0,14,98.0,140.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
1-3K,1.0,3.0,12,12.0,36.0,月薪,预处理|补全前项k|补全后项k|正常解析
20-30K·14薪,20.0,30.0,14,280.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-30K,18.0,30.0,12,216.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
35-50K·16薪,35.0,50.0,16,560.0,800.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-35K·15薪,18.0,35.0,15,270.0,525.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-18K·14薪,12.0,18.0,14,168.0,252.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-12K,11.0,12.0,12,132.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
8-12K·14薪,8.0,12.0,14,112.0,168.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-22K·16薪,11.0,22.0,16,176.0,352.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-16K·14薪,11.0,16.0,14,154.0,224.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5-7K·14薪,5.0,7.0,14,70.0,98.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-18K·13薪,12.0,18.0,13,156.0,234.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-18K,11.0,18.0,12,132.0,216.0,月薪,预处理|补全前项k|补全后项k|正常解析
6-8K·13薪,6.0,8.0,13,78.0,104.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9k-14k·15薪,9.0,14.0,15,135.0,210.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16k-25k·20薪,16.0,25.0,20,320.0,500.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30k-40k·14薪,30.0,40.0,14,420.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
60k-80k·18薪,60.0,80.0,18,1080.0,1440.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-26k·14薪,20.0,26.0,14,280.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28k-35k·17薪,28.0,35.0,17,476.0,595.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-40k·20薪,20.0,40.0,20,400.0,800.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-29k,20.0,29.0,12,240.0,348.0,月薪,预处理|补全前项k|补全后项k|正常解析
12k-13k,12.0,13.0,12,144.0,156.0,月薪,预处理|补全前项k|补全后项k|正常解析
11k-22k·14薪,11.0,22.0,14,154.0,308.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-28k,20.0,28.0,12,240.0,336.0,月薪,预处理|补全前项k|补全后项k|正常解析
10k-12k·13薪,10.0,12.0,13,130.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
24k-25k·16薪,24.0,25.0,16,384.0,400.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30k-60k·17薪,30.0,60.0,17,510.0,1020.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-12k·16薪,7.0,12.0,16,112.0,192.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9k-13k·16薪,9.0,13.0,16,144.0,208.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11k-16k·14薪,11.0,16.0,14,154.0,224.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-35k·16薪,18.0,35.0,16,288.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22k-29k·14薪,22.0,29.0,14,308.0,406.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
80k-110k·18薪,80.0,110.0,18,1440.0,1980.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
21k-35k·14薪,21.0,35.0,14,294.0,490.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6k-12k·16薪,6.0,12.0,16,96.0,192.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4-8K·14薪,4.0,8.0,14,56.0,112.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10-15K·16薪,10.0,15.0,16,160.0,240.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-15K,12.0,15.0,12,144.0,180.0,月薪,预处理|补全前项k|补全后项k|正常解析
5-8K·14薪,5.0,8.0,14,70.0,112.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-22K·20薪,11.0,22.0,20,220.0,440.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-70K,40.0,70.0,12,480.0,840.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-18k·14薪,15.0,18.0,14,210.0,252.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35k-55k·16薪,35.0,55.0,16,560.0,880.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-16k·14薪,10.0,16.0,14,140.0,224.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-14k·14薪,8.0,14.0,14,112.0,196.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-9k·14薪,7.0,9.0,14,98.0,126.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11k-20k·14薪,11.0,20.0,14,154.0,280.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
13-25K,13.0,25.0,12,156.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
6-7K·13薪,6.0,7.0,13,78.0,91.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-12K·13薪,11.0,12.0,13,143.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-50K,40.0,50.0,12,480.0,600.0,月薪,预处理|补全前项k|补全后项k|正常解析
10-15K·17薪,10.0,15.0,17,170.0,255.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6-9K·14薪,6.0,9.0,14,84.0,126.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
