raw_salary,min_monthly,max_monthly,annual_months,total_min,total_max,salary_type,parse_flag
15k-40k,15.0,40.0,12,180.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
25k-80k,25.0,80.0,12,300.0,960.0,月薪,预处理|补全前项k|补全后项k|正常解析
400-450元/天,12.0,13.5,12,144.0,162.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
300-350元/天,9.0,10.5,12,108.0,126.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
500-1000元/天,15.0,30.0,12,180.0,360.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
300-400元/天,9.0,12.0,12,108.0,144.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
400-880元/天,12.0,26.4,12,144.0,316.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
120-280元/天,3.6,8.4,12,43.2,100.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
200-600元/天,6.0,18.0,12,72.0,216.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
980-1000元/天,29.4,30.0,12,352.8,360.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
350-980元/天,10.5,29.4,12,126.0,352.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
560-630元/天,16.8,18.9,12,201.6,226.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
960-980元/天,28.8,29.4,12,345.6,352.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
500-790元/天,15.0,23.7,12,180.0,284.4,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
20k-60k,20.0,60.0,12,240.0,720.0,月薪,预处理|补全前项k|补全后项k|正常解析
300-500元/天,9.0,15.0,12,108.0,180.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
440-510元/天,13.2,15.3,12,158.4,183.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
26k-60k,26.0,60.0,12,312.0,720.0,月薪,预处理|补全前项k|补全后项k|正常解析
120-240元/天,3.6,7.2,12,43.2,86.4,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
6k-15k,6.0,15.0,12,72.0,180.0,月薪,预处理|补全前项k|补全后项k|正常解析
90-180元/天,2.7,5.4,12,32.4,64.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
150-350元/天,4.5,10.5,12,54.0,126.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
150-400元/天,4.5,12.0,12,54.0,144.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
500-550元/天,15.0,16.5,12,180.0,198.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
230-400元/天,6.9,12.0,12,82.8,144.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
250-400元/天,7.5,12.0,12,90.0,144.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
14k-24k,14.0,24.0,12,168.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
7k-18k,7.0,18.0,12,84.0,216.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-45k,15.0,45.0,12,180.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-30k,13.0,30.0,12,156.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
17k-33k,17.0,33.0,12,204.0,396.0,月薪,预处理|补全前项k|补全后项k|正常解析
12k-30k,12.0,30.0,12,144.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
12k-35k,12.0,35.0,12,144.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
21k-29k,21.0,29.0,12,252.0,348.0,月薪,预处理|补全前项k|补全后项k|正常解析
21k-39k,21.0,39.0,12,252.0,468.0,月薪,预处理|补全前项k|补全后项k|正常解析
45k-60k,45.0,60.0,12,540.0,720.0,月薪,预处理|补全前项k|补全后项k|正常解析
230-240元/天,6.9,7.2,12,82.8,86.4,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
10k-25k,10.0,25.0,12,120.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
3k-8k,3.0,8.0,12,36.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
30k-37k,30.0,37.0,12,360.0,444.0,月薪,预处理|补全前项k|补全后项k|正常解析
14k-21k,14.0,21.0,12,168.0,252.0,月薪,预处理|补全前项k|补全后项k|正常解析
10-1000元/天,0.3,30.0,12,3.6,360.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
180-200元/天,5.4,6.0,12,64.8,72.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
200-230元/天,6.0,6.9,12,72.0,82.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
190-200元/天,5.7,6.0,12,68.4,72.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
100-300元/天,3.0,9.0,12,36.0,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
150-180元/天,4.5,5.4,12,54.0,64.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
830-1370元/天,24.9,41.1,12,298.8,493.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
12k-40k,12.0,40.0,12,144.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
300-300元/天,9.0,9.0,12,108.0,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
15k-17k,15.0,17.0,12,180.0,204.0,月薪,预处理|补全前项k|补全后项k|正常解析
30k-70k,30.0,70.0,12,360.0,840.0,月薪,预处理|补全前项k|补全后项k|正常解析
21k-22k,21.0,22.0,12,252.0,264.0,月薪,预处理|补全前项k|补全后项k|正常解析
19k-23k,19.0,23.0,12,228.0,276.0,月薪,预处理|补全前项k|补全后项k|正常解析
20k-45k,20.0,45.0,12,240.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
490-510元/天,14.7,15.3,12,176.4,183.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
18k-40k,18.0,40.0,12,216.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
16k-35k,16.0,35.0,12,192.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-13k,5.0,13.0,12,60.0,156.0,月薪,预处理|补全前项k|补全后项k|正常解析
35k-160k,35.0,160.0,12,420.0,1920.0,月薪,预处理|补全前项k|补全后项k|正常解析
290-300元/天,8.7,9.0,12,104.4,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
40k-95k,40.0,95.0,12,480.0,1140.0,月薪,预处理|补全前项k|补全后项k|正常解析
24k-50k,24.0,50.0,12,288.0,600.0,月薪,预处理|补全前项k|补全后项k|正常解析
26k-50k,26.0,50.0,12,312.0,600.0,月薪,预处理|补全前项k|补全后项k|正常解析
10k-35k,10.0,35.0,12,120.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
180-190元/天,5.4,5.7,12,64.8,68.4,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
80-160元/天,2.4,4.8,12,28.8,57.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
25k-60k,25.0,60.0,12,300.0,720.0,月薪,预处理|补全前项k|补全后项k|正常解析
28k-65k,28.0,65.0,12,336.0,780.0,月薪,预处理|补全前项k|补全后项k|正常解析
11k-35k,11.0,35.0,12,132.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
21k-28k,21.0,28.0,12,252.0,336.0,月薪,预处理|补全前项k|补全后项k|正常解析
1k-3k,1.0,3.0,12,12.0,36.0,月薪,预处理|补全前项k|补全后项k|正常解析
500-700元/天,15.0,21.0,12,180.0,252.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
15k-50k,15.0,50.0,12,180.0,600.0,月薪,预处理|补全前项k|补全后项k|正常解析
25k-55k,25.0,55.0,12,300.0,660.0,月薪,预处理|补全前项k|补全后项k|正常解析
21k-42k,21.0,42.0,12,252.0,504.0,月薪,预处理|补全前项k|补全后项k|正常解析
14k-19k,14.0,19.0,12,168.0,228.0,月薪,预处理|补全前项k|补全后项k|正常解析
12k-25k,12.0,25.0,12,144.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
11k-30k,11.0,30.0,12,132.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
120-200元/天,3.6,6.0,12,43.2,72.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
200-360元/天,6.0,10.8,12,72.0,129.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
230-290元/天,6.9,8.7,12,82.8,104.4,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
230-320元/天,6.9,9.6,12,82.8,115.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
350-500元/天,10.5,15.0,12,126.0,180.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
400-800元/天,12.0,24.0,12,144.0,288.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
140-180元/天,4.2,5.4,12,50.4,64.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
120-170元/天,3.6,5.1,12,43.2,61.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
300-310元/天,9.0,9.3,12,108.0,111.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
2k-6k,2.0,6.0,12,24.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
400-1000元/天,12.0,30.0,12,144.0,360.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
150-220元/天,4.5,6.6,12,54.0,79.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
120-300元/天,3.6,9.0,12,43.2,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
100-160元/天,3.0,4.8,12,36.0,57.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
150-330元/天,4.5,9.9,12,54.0,118.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
160-300元/天,4.8,9.0,12,57.6,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
200-240元/天,6.0,7.2,12,72.0,86.4,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
70-80元/天,2.1,2.4,12,25.2,28.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
150-320元/天,4.5,9.6,12,54.0,115.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
160-310元/天,4.8,9.3,12,57.6,111.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
400-410元/天,12.0,12.3,12,144.0,147.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
8k-20k,8.0,20.0,12,96.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-29k,13.0,29.0,12,156.0,348.0,月薪,预处理|补全前项k|补全后项k|正常解析
12k-28k,12.0,28.0,12,144.0,336.0,月薪,预处理|补全前项k|补全后项k|正常解析
140-260元/天,4.2,7.8,12,50.4,93.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
20-100元/天,0.6,3.0,12,7.2,36.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
110-200元/天,3.3,6.0,12,39.6,72.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
200-220元/天,6.0,6.6,12,72.0,79.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
380-619元/天,11.4,18.6,12,136.8,223.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
20k-55k,20.0,55.0,12,240.0,660.0,月薪,预处理|补全前项k|补全后项k|正常解析
60-90k,60.0,90.0,12,720.0,1080.0,月薪,预处理|补全前项k|补全后项k|正常解析
23k-30k,23.0,30.0,12,276.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
16k-40k,16.0,40.0,12,192.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
10k-22k,10.0,22.0,12,120.0,264.0,月薪,预处理|补全前项k|补全后项k|正常解析
370-380元/天,11.1,11.4,12,133.2,136.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
8k-26k,8.0,26.0,12,96.0,312.0,月薪,预处理|补全前项k|补全后项k|正常解析
440-450元/天,13.2,13.5,12,158.4,162.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
300-600元/天,9.0,18.0,12,108.0,216.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
200-500元/天,6.0,15.0,12,72.0,180.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
13k-35k,13.0,35.0,12,156.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
14k-30k,14.0,30.0,12,168.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
10k-24k,10.0,24.0,12,120.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
25k-95k,25.0,95.0,12,300.0,1140.0,月薪,预处理|补全前项k|补全后项k|正常解析
20-30元/天,0.6,0.9,12,7.2,10.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
220-250元/天,6.6,7.5,12,79.2,90.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
5k-17k,5.0,17.0,12,60.0,204.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-15k,5.0,15.0,12,60.0,180.0,月薪,预处理|补全前项k|补全后项k|正常解析
350-700元/天,10.5,21.0,12,126.0,252.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
270-400元/天,8.1,12.0,12,97.2,144.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
10-100元/天,0.3,3.0,12,3.6,36.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
4k-10k,4.0,10.0,12,48.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
45k-70k,45.0,70.0,12,540.0,840.0,月薪,预处理|补全前项k|补全后项k|正常解析
220-360元/天,6.6,10.8,12,79.2,129.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
27k-45k,27.0,45.0,12,324.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
500-510元/天,15.0,15.3,12,180.0,183.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
18k-60k,18.0,60.0,12,216.0,720.0,月薪,预处理|补全前项k|补全后项k|正常解析
30k-80k,30.0,80.0,12,360.0,960.0,月薪,预处理|补全前项k|补全后项k|正常解析
35k-75k,35.0,75.0,12,420.0,900.0,月薪,预处理|补全前项k|补全后项k|正常解析
26k-36k,26.0,36.0,12,312.0,432.0,月薪,预处理|补全前项k|补全后项k|正常解析
21k-45k,21.0,45.0,12,252.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
25k-65k,25.0,65.0,12,300.0,780.0,月薪,预处理|补全前项k|补全后项k|正常解析
280-300元/天,8.4,9.0,12,100.8,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
7k-20k,7.0,20.0,12,84.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
180-300元/天,5.4,9.0,12,64.8,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
8k-25k,8.0,25.0,12,96.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
400-700元/天,12.0,21.0,12,144.0,252.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
400-600元/天,12.0,18.0,12,144.0,216.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
300-450元/天,9.0,13.5,12,108.0,162.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
270-300元/天,8.1,9.0,12,97.2,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
17k-28k,17.0,28.0,12,204.0,336.0,月薪,预处理|补全前项k|补全后项k|正常解析
250-280元/天,7.5,8.4,12,90.0,100.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
80-120元/天,2.4,3.6,12,28.8,43.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
10-20元/天,0.3,0.6,12,3.6,7.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
15k-55k,15.0,55.0,12,180.0,660.0,月薪,预处理|补全前项k|补全后项k|正常解析
430-480元/天,12.9,14.4,12,154.8,172.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
50-200元/天,1.5,6.0,12,18.0,72.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
80-150元/天,2.4,4.5,12,28.8,54.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
700-1000元/天,21.0,30.0,12,252.0,360.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
140-200元/天,4.2,6.0,12,50.4,72.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
17k-24k,17.0,24.0,12,204.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
17k-18k,17.0,18.0,12,204.0,216.0,月薪,预处理|补全前项k|补全后项k|正常解析
16k-19k,16.0,19.0,12,192.0,228.0,月薪,预处理|补全前项k|补全后项k|正常解析
26k-41k,26.0,41.0,12,312.0,492.0,月薪,预处理|补全前项k|补全后项k|正常解析
22k-33k,22.0,33.0,12,264.0,396.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-40k,13.0,40.0,12,156.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
9k-20k,9.0,20.0,12,108.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
330-340元/天,9.9,10.2,12,118.8,122.4,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
2k-7k,2.0,7.0,12,24.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
14k-35k,14.0,35.0,12,168.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
200-280元/天,6.0,8.4,12,72.0,100.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
990-1000元/天,29.7,30.0,12,356.4,360.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
380-450元/天,11.4,13.5,12,136.8,162.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
9k-25k,9.0,25.0,12,108.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
140-160元/天,4.2,4.8,12,50.4,57.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
20k-100k,20.0,100.0,12,240.0,1200.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-12k,5.0,12.0,12,60.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
120-160元/天,3.6,4.8,12,43.2,57.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
70-130元/天,2.1,3.9,12,25.2,46.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
60-120元/天,1.8,3.6,12,21.6,43.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
100-170元/天,3.0,5.1,12,36.0,61.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
450-550元/天,13.5,16.5,12,162.0,198.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
14k-40k,14.0,40.0,12,168.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-27k,13.0,27.0,12,156.0,324.0,月薪,预处理|补全前项k|补全后项k|正常解析
140-270元/天,4.2,8.1,12,50.4,97.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
340-500元/天,10.2,15.0,12,122.4,180.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
50-80元/天,1.5,2.4,12,18.0,28.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
10k-50k,10.0,50.0,12,120.0,600.0,月薪,预处理|补全前项k|补全后项k|正常解析
16k-45k,16.0,45.0,12,192.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
80k-110k,80.0,110.0,12,960.0,1320.0,月薪,预处理|补全前项k|补全后项k|正常解析
250-500元/天,7.5,15.0,12,90.0,180.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
170-240元/天,5.1,7.2,12,61.2,86.4,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
160-200元/天,4.8,6.0,12,57.6,72.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
32k-42k,32.0,42.0,12,384.0,504.0,月薪,预处理|补全前项k|补全后项k|正常解析
3-7K·13薪,3.0,7.0,13,39.0,91.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-30K·24薪,18.0,30.0,24,432.0,720.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5000-11000元/月,5.0,11.0,12,60.0,132.0,月薪,预处理|处理元/月|元/月范围转k|补全前项k|补全后项k|正常解析
3000-6000元/月,3.0,6.0,12,36.0,72.0,月薪,预处理|处理元/月|元/月范围转k|补全前项k|补全后项k|正常解析
45-55K,45.0,55.0,12,540.0,660.0,月薪,预处理|补全前项k|补全后项k|正常解析
80-100K,80.0,100.0,12,960.0,1200.0,月薪,预处理|补全前项k|补全后项k|正常解析
24-35K·15薪,24.0,35.0,15,360.0,525.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45-55K·16薪,45.0,55.0,16,720.0,880.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
60-90K·14薪,60.0,90.0,14,840.0,1260.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45-65K·15薪,45.0,65.0,15,675.0,975.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
23-45K·16薪,23.0,45.0,16,368.0,720.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28-45K,28.0,45.0,12,336.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
60-80K·14薪,60.0,80.0,14,840.0,1120.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35-45K,35.0,45.0,12,420.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
55-80K·14薪,55.0,80.0,14,770.0,1120.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
75-85K·15薪,75.0,85.0,15,1125.0,1275.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
80-90K,80.0,90.0,12,960.0,1080.0,月薪,预处理|补全前项k|补全后项k|正常解析
28-55K·16薪,28.0,55.0,16,448.0,880.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-55K·18薪,30.0,55.0,18,540.0,990.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10-11K·20薪,10.0,11.0,20,200.0,220.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50k-60k·16薪,50.0,60.0,16,800.0,960.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
26k-35k·13薪,26.0,35.0,13,338.0,455.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17k-25k·15薪,17.0,25.0,15,255.0,375.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22k-33k·15薪,22.0,33.0,15,330.0,495.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50k-80k·13薪,50.0,80.0,13,650.0,1040.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45k-75k·16薪,45.0,75.0,16,720.0,1200.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28k-50k·16薪,28.0,50.0,16,448.0,800.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40k-70k·15薪,40.0,70.0,15,600.0,1050.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16k-32k·14薪,16.0,32.0,14,224.0,448.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28k-55k·18薪,28.0,55.0,18,504.0,990.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40k-60k·13薪,40.0,60.0,13,520.0,780.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35k-45k·16薪,35.0,45.0,16,560.0,720.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11k-20k·16薪,11.0,20.0,16,176.0,320.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50k-70k·15薪,50.0,70.0,15,750.0,1050.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
120k-140k,120.0,140.0,12,1440.0,1680.0,月薪,预处理|补全前项k|补全后项k|正常解析
11k-20k·24薪,11.0,20.0,24,264.0,480.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-15k·18薪,12.0,15.0,18,216.0,270.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
26-50K·13薪,26.0,50.0,13,338.0,650.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
95-100K,95.0,100.0,12,1140.0,1200.0,月薪,预处理|补全前项k|补全后项k|正常解析
16-25K·13薪,16.0,25.0,13,208.0,325.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15k-23k·15薪,15.0,23.0,15,225.0,345.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
14k-22k·15薪,14.0,22.0,15,210.0,330.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35k-50k·13薪,35.0,50.0,13,455.0,650.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11k-21k·13薪,11.0,21.0,13,143.0,273.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
14k-20k·13薪,14.0,20.0,13,182.0,260.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
